30_001,30_002,30_003,30_004,30_005,30_006,30_007,30_008,30_009,30_010
1446,,1,6,0,0,10600,10600,,
1447,,1,6,0,0,10600,10600,,
1448,,2,14,0,0,21400,21400,,
1449,,3,3,8,0,30308,30308,,
1450,,2,15,0,0,21500,21500,,
1451,,2,1,0,0,20100,20100,,
1452,,1,2,1,0,10201,10201,,
1453,,2,7,0,0,20700,20700,,
1454,,3,3,7,0,30307,30307,,
1455,,1,2,2,0,10202,10202,,
1456,,1,6,0,0,10600,10600,,
1457,,2,1,0,0,20100,20100,,
1458,,1,2,2,0,10202,10202,,
1459,,1,6,0,0,10600,10600,,
1460,,2,13,0,0,21300,21300,,
1461,,1,2,1,0,10201,10201,,
1462,,1,2,1,0,10201,10201,,
1463,,3,3,8,0,30308,30308,,
1464,,1,2,1,0,10201,10201,,
1465,,3,3,7,0,30307,30307,,
1466,,3,2,4,0,30204,30205,,
1467,,3,2,3,0,30203,30203,,
1468,,2,14,0,0,21400,21400,,
1469,,1,3,0,0,10300,10300,,
1470,,2,1,0,0,20100,20100,,
1471,,2,1,0,0,20100,20100,,
1472,,2,2,0,0,20200,20200,,
1473,,1,2,1,0,10201,30308,,
1474,,2,1,0,0,20100,20100,,
1475,,1,3,0,0,10300,10300,,
1476,,1,6,0,0,10600,10600,,
1477,,1,4,0,0,10400,10400,,
1478,,1,6,0,0,10600,21300,,
1479,,3,2,4,0,30204,30205,,
1480,,3,2,3,0,30203,30203,,
1481,,3,3,8,0,30308,30308,,
1482,,2,20,0,0,22000,22000,,
1483,,1,2,1,0,10201,10201,,
1484,,2,13,0,0,21300,21300,,
1485,,1,6,0,0,10600,10600,,
1486,,3,3,8,0,30308,30308,,
1487,,1,2,1,0,10201,10201,,
1488,,1,6,0,0,10600,10600,,
1489,,1,6,0,0,10600,10600,,
1490,,1,4,0,0,10400,10400,,
1491,,1,3,0,0,10300,10300,,
1492,,2,1,0,0,20100,20100,,
1493,,2,16,0,0,21600,21600,,
1494,,3,3,8,0,30308,30308,,
1495,,2,14,0,0,21400,21400,,
1496,,3,2,4,0,30204,30205,,
1497,,1,2,1,0,10201,10201,,
1498,,1,2,1,0,10201,10201,,
1499,,1,3,0,0,10300,10300,,
1500,,2,3,0,0,20300,20300,,
1501,,3,3,7,0,30307,30307,,
1502,,1,3,0,0,10300,10300,,
1503,,1,2,1,0,10201,10201,,
1504,,1,7,1,0,10701,10701,,
1505,,1,2,1,0,10201,10201,,
1506,,1,6,0,0,10600,10600,,
1507,,1,3,0,0,10300,10300,,
1508,,2,14,0,0,21400,21400,,
1509,,3,2,1,0,30201,30205,,
1510,,2,1,0,0,20100,20100,,
1511,,2,7,0,0,20700,20700,,
1512,,3,3,7,0,30307,30307,,
1513,,1,6,0,0,10600,10600,,
1514,,1,2,2,0,10202,10202,,
1515,,3,2,4,0,30204,21400,,
1516,,3,3,8,0,30308,30308,,
1517,,1,2,2,0,10202,10202,,
1518,,3,3,8,0,30308,30308,,
1519,,1,2,1,0,10201,10201,,
1520,,2,1,0,0,20100,20300,,
1521,,2,20,0,0,22000,22000,,
1522,,1,2,1,0,10201,10201,,
1523,,1,6,0,0,10600,10600,,
1524,,3,3,8,0,30308,30308,,
1525,,1,3,0,0,10300,30202,,
1526,,3,3,7,0,30307,30307,,
1527,,3,3,8,0,30308,30308,,
1528,,1,7,1,0,10701,10701,,
1529,,3,3,7,0,30307,30307,,
1530,,1,3,0,0,10300,10300,,
1531,,1,6,0,0,10600,10600,,
1532,,2,6,0,0,20600,20600,,
1533,,1,6,0,0,10600,10600,,
1534,,1,3,0,0,10300,10300,,
1535,,1,2,1,0,10201,10201,,
1536,,2,1,0,0,20100,20100,,
1537,,1,2,1,0,10201,10201,,
1538,,2,1,0,0,20100,20100,,
1539,,1,2,2,0,10202,10202,,
1540,,2,1,0,0,20100,20100,,
1541,,2,1,0,0,20100,20100,,
1542,,2,14,0,0,21400,21400,,
1543,,1,6,0,0,10600,10600,,
1544,,2,14,0,0,21400,21400,,
1545,,1,6,0,0,10600,10600,,
1546,,1,6,0,0,10600,30203,,
1547,,2,1,0,0,20100,20100,,
1548,,2,13,0,0,21300,21300,,
1549,,2,14,0,0,21400,21400,,
1550,,1,2,1,0,10201,10201,,
1551,,3,2,1,0,30201,30201,,
1552,,3,3,8,0,30308,30308,,
1553,,1,6,0,0,10600,10600,,
1554,,1,3,0,0,10300,10300,,
1555,,2,16,0,0,21600,21600,,
1556,,1,2,1,0,10201,10201,,
1557,,2,16,0,0,21600,21600,,
1558,,2,13,0,0,21300,21300,,
1559,,2,14,0,0,21400,10201,,
1560,,1,2,1,0,10201,10201,,
1561,,3,3,8,0,30308,30308,,
1562,,2,1,0,0,20100,20100,,
1563,,1,2,1,0,10201,10201,,
1564,,1,2,1,0,10201,10201,,
1565,,3,3,8,0,30308,30308,,
1566,,1,2,1,0,10201,10201,,
1567,,1,2,1,0,10201,10201,,
1568,,1,3,0,0,10300,10300,,
1569,,1,3,0,0,10300,10300,,
1570,,3,3,8,0,30308,30308,,
1571,,2,1,0,0,20100,20100,,
1572,,3,1,1,0,30101,30101,,
1573,,1,3,0,0,10300,10300,,
1574,,3,3,8,0,30308,30308,,
1575,,3,3,7,0,30307,30307,,
1576,,1,2,1,0,10201,10201,,
1577,,3,3,8,0,30308,30308,,
1578,,3,2,1,0,30201,30201,,
1579,,2,1,0,0,20100,20100,,
1580,,2,1,0,0,20100,20100,,
1581,,2,16,0,0,21600,21600,,
1582,,2,20,0,0,22000,22000,,
1583,,2,14,0,0,21400,21400,,
1584,,2,1,0,0,20100,20100,,
1585,,2,14,0,0,21400,21400,,
1586,,1,2,1,0,10201,10201,,
1587,,1,2,1,0,10201,10201,,
1588,,2,13,0,0,21300,21300,,
1589,,3,3,8,0,30308,30308,,
1590,,3,3,7,0,30307,30307,,
1591,,1,7,1,0,10701,10201,,
1592,,3,3,7,0,30307,30307,,
1593,,2,13,0,0,21300,21300,,
1594,,3,3,8,0,30308,30308,,
1595,,1,2,1,0,10201,10201,,
1596,,1,2,1,0,10201,10201,,
1597,,1,6,0,0,10600,10600,,
1598,,2,20,0,0,22000,22000,,
1599,,1,2,1,0,10201,10201,,
1600,,3,2,4,0,30204,30205,,
1601,,2,16,0,0,21600,21600,,
1602,,1,2,1,0,10201,10201,,
1603,,1,2,2,0,10202,10202,,
1604,,2,1,0,0,20100,20100,,
1605,,3,2,3,0,30203,30203,,
1606,,1,3,0,0,10300,10300,,
1607,,2,20,0,0,22000,22000,,
1608,,2,19,0,0,21900,21900,,
1609,,1,2,1,0,10201,10201,,
1610,,2,20,0,0,22000,22000,,
1611,,2,1,0,0,20100,20100,,
1612,,2,5,0,0,20500,20500,,
1613,,1,6,0,0,10600,10600,,
1614,,2,1,0,0,20100,20100,,
1615,,2,14,0,0,21400,21400,,
1616,,2,13,0,0,21300,21300,,
1617,,1,2,1,0,10201,10201,,
1618,,2,20,0,0,22000,22000,,
1619,,3,3,8,0,30308,30308,,
1620,,2,20,0,0,22000,22000,,
1621,,2,1,0,0,20100,20100,,
1622,,2,16,0,0,21600,21600,,
1623,,2,14,0,0,21400,21400,,
1624,,1,2,2,0,10202,10202,,
1625,,3,3,7,0,30307,30307,,
1626,,1,2,1,0,10201,10201,,
1627,,1,2,1,0,10201,10201,,
1628,,1,2,1,0,10201,10201,,
1629,,1,7,1,0,10701,10701,,
1630,,3,3,8,0,30308,30308,,
1631,,1,6,0,0,10600,10600,,
1632,,1,2,2,0,10202,10202,,
1633,,2,6,0,0,20600,20600,,
1634,,1,2,2,0,10202,10202,,
1635,,2,13,0,0,21300,21300,,
1636,,1,2,2,0,10202,10202,,
1637,,1,2,1,0,10201,10201,,
1638,,1,2,2,0,10202,10202,,
1639,,2,13,0,0,21300,21300,,
1640,,3,3,8,0,30308,30308,,
1641,,2,13,0,0,21300,21300,,
1642,,2,15,0,0,21500,21500,,
1643,,1,2,1,0,10201,10201,,
1644,,2,1,0,0,20100,20100,,
1645,,2,16,0,0,21600,21600,,
1646,,1,6,0,0,10600,10600,,
1647,,3,3,8,0,30308,30308,,
1648,,1,6,0,0,10600,10600,,
1649,,1,2,2,0,10202,10202,,
1650,,1,3,0,0,10300,10300,,
1651,,2,1,0,0,20100,20100,,
1652,,3,2,4,0,30204,30205,,
1653,,2,3,0,0,20300,20300,,
1654,,2,1,0,0,20100,20100,,
1655,,1,2,1,0,10201,10201,,
1656,,1,2,1,0,10201,10201,,
1657,,2,5,0,0,20500,20500,,
1658,,1,6,0,0,10600,22000,,
1659,,3,3,8,0,30308,30308,,
1660,,1,2,1,0,10201,10201,,
1661,,1,2,1,0,10201,10201,,
1662,,3,4,0,0,30400,30400,,
1663,,3,3,8,0,30308,30308,,
1664,,1,2,1,0,10201,10201,,
1665,,1,2,1,0,10201,10201,,
1666,,1,2,1,0,10201,10201,,
1667,,3,3,8,0,30308,30308,,
1668,,3,3,8,0,30308,30308,,
1669,,1,2,1,0,10201,21400,,
1670,,1,6,0,0,10600,10600,,
1671,,1,2,1,0,10201,10201,,
1672,,2,14,0,0,21400,21400,,
1673,,1,7,1,0,10701,10701,,
1674,,2,1,0,0,20100,20100,,
1675,,1,2,2,0,10202,10202,,
1676,,1,2,2,0,10202,10202,,
1677,,1,6,0,0,10600,10600,,
1678,,1,3,0,0,10300,10300,,
1679,,1,2,2,0,10202,10202,,
1680,,2,16,0,0,21600,21600,,
1681,,3,2,4,0,30204,30205,,
1682,,1,3,0,0,10300,10300,,
1683,,3,3,8,0,30308,30308,,
1684,,2,14,0,0,21400,21400,,
1685,,2,13,0,0,21300,21300,,
1686,,1,2,1,0,10201,10201,,
1687,,2,20,0,0,22000,30205,,
1688,,1,2,1,0,10201,10201,,
1689,,3,2,3,0,30203,30203,,
1690,,1,3,0,0,10300,10300,,
1691,,2,20,0,0,22000,22000,,
1692,,1,2,1,0,10201,10201,,
1693,,1,2,1,0,10201,10201,,
1694,,1,3,0,0,10300,10300,,
1695,,1,3,0,0,10300,30202,,
1696,,2,1,0,0,20100,20100,,
1697,,1,7,2,0,10702,10702,,
1698,,3,1,1,0,30101,30101,,
1699,,3,3,8,0,30308,30308,,
1700,,2,1,0,0,20100,20100,,
1701,,1,2,1,0,10201,10201,,
1702,,2,1,0,0,20100,20100,,
1703,,2,1,0,0,20100,20100,,
1704,,2,1,0,0,20100,20100,,
1705,,3,3,8,0,30308,30308,,
1706,,3,2,3,0,30203,30203,,
1707,,1,3,0,0,10300,10300,,
1708,,2,20,0,0,22000,22000,,
1709,,1,2,2,0,10202,10202,,
1710,,1,3,0,0,10300,10300,,
1711,,2,1,0,0,20100,20100,,
1712,,2,14,0,0,21400,21400,,
1713,,2,20,0,0,22000,22000,,
1714,,3,3,8,0,30308,30308,,
1715,,2,1,0,0,20100,20100,,
1716,,2,16,0,0,21600,21600,,
1717,,1,2,1,0,10201,30205,,
1718,,2,14,0,0,21400,21400,,
1719,,2,14,0,0,21400,21400,,
1720,,3,2,3,0,30203,30203,,
1721,,1,2,2,0,10202,10202,,
1722,,1,3,0,0,10300,10300,,
1723,,3,2,4,0,30204,30205,,
1724,,3,3,7,0,30307,30307,,
1725,,3,3,7,0,30307,30307,,
1726,,2,20,0,0,22000,22000,,
1727,,2,1,0,0,20100,20100,,
1728,,2,13,0,0,21300,21300,,
1729,,2,6,0,0,20600,20600,,
1730,,3,3,6,0,30306,30306,,
1731,,1,2,2,0,10202,10202,,
1732,,2,1,0,0,20100,20100,,
1733,,2,16,0,0,21600,21600,,
1734,,3,3,7,0,30307,30307,,
1735,,2,16,0,0,21600,21600,,
1736,,1,2,1,0,10201,10201,,
1737,,1,2,1,0,10201,10201,,
1738,,2,1,0,0,20100,20100,,
1739,,2,1,0,0,20100,20300,,
1740,,3,4,0,0,30400,30400,,
1741,,3,3,8,0,30308,30308,,
1742,,3,3,8,0,30308,30308,,
1743,,2,3,0,0,20300,20300,,
1744,,1,2,1,0,10201,10201,,
1745,,2,20,0,0,22000,22000,,
1746,,1,3,0,0,10300,10300,,
1747,,1,2,1,0,10201,10201,,
1748,,1,2,1,0,10201,10201,,
1749,,1,3,0,0,10300,10300,,
1750,,2,1,0,0,20100,20100,,
1751,,2,1,0,0,20100,20100,,
1752,,1,2,1,0,10201,10201,,
1753,,3,3,8,0,30308,30308,,
1754,,2,20,0,0,22000,22000,,
1755,,2,1,0,0,20100,20100,,
1756,,3,3,8,0,30308,30308,,
1757,,2,1,0,0,20100,20100,,
1758,,2,16,0,0,21600,21600,,
1759,,1,6,0,0,10600,10600,,
1760,,1,3,0,0,10300,21400,,
1761,,2,5,0,0,20500,20500,,
1762,,1,2,2,0,10202,10202,,
1763,,1,2,1,0,10201,10201,,
1764,,2,13,0,0,21300,21300,,
1765,,1,2,1,0,10201,30205,,
1766,,2,16,0,0,21600,21600,,
1767,,2,6,0,0,20600,20600,,
1768,,2,13,0,0,21300,21300,,
1769,,2,6,0,0,20600,20600,,
1770,,3,3,8,0,30308,30308,,
1771,,1,6,0,0,10600,10600,,
1772,,2,15,0,0,21500,21500,,
1773,,1,3,0,0,10300,10300,,
1774,,3,2,4,0,30204,30205,,
1775,,3,2,4,0,30204,30205,,
1776,,3,2,4,0,30204,30205,,
1777,,1,2,1,0,10201,10201,,
1778,,3,2,1,0,30201,30205,,
1779,,2,19,0,0,21900,21900,,
1780,,2,1,0,0,20100,30307,,
1781,,2,1,0,0,20100,20600,,
1782,,2,1,0,0,20100,20100,,
1783,,3,3,7,0,30307,30307,,
1784,,1,6,0,0,10600,10600,,
1785,,1,2,1,0,10201,10201,,
1786,,1,2,2,0,10202,10202,,
1787,,2,1,0,0,20100,20100,,
1788,,1,2,2,0,10202,10202,,
1789,,3,2,4,0,30204,30205,,
1790,,2,16,0,0,21600,21600,,
1791,,1,6,0,0,10600,10600,,
1792,,1,2,2,0,10202,10202,,
1793,,1,6,0,0,10600,10600,,
1794,,1,2,1,0,10201,10201,,
1795,,1,3,0,0,10300,10300,,
1796,,1,6,0,0,10600,10600,,
1797,,2,1,0,0,20100,30307,,
1798,,1,3,0,0,10300,10300,,
1799,,3,2,4,0,30204,30205,,
1800,,2,1,0,0,20100,20100,,
1801,,1,3,0,0,10300,10300,,
1802,,2,1,0,0,20100,20100,,
1803,,1,6,0,0,10600,10600,,
1804,,2,20,0,0,22000,22000,,
1805,,1,2,1,0,10201,10201,,
1806,,3,3,7,0,30307,30307,,
1807,,2,13,0,0,21300,21300,,
1808,,1,2,2,0,10202,10202,,
1809,,3,2,1,0,30201,10600,,
1810,,2,1,0,0,20100,20100,,
1811,,2,16,0,0,21600,21600,,
1812,,3,3,8,0,30308,30308,,
