30_001,30_002,30_003,30_004,30_005,30_006,30_007,30_008,30_009,30_010
1,,1,1,2,0,10102,10102,,
2,,2,14,0,0,21400,21400,,
3,,1,2,1,0,10201,10201,,
4,,1,2,2,0,10202,10202,,
5,,1,2,1,0,10201,10201,,
6,,2,13,0,0,21300,21300,,
7,,2,20,0,0,22000,22000,,
8,,2,20,0,0,22000,22000,,
9,,2,13,0,0,21300,21300,,
10,,2,13,0,0,21300,21300,,
11,,2,14,0,0,21400,21400,,
12,,2,20,0,0,22000,22000,,
13,,2,20,0,0,22000,22000,,
14,,2,13,0,0,21300,21300,,
15,,1,6,0,0,10600,10600,,
16,,1,2,1,0,10201,10201,,
17,,2,13,0,0,21300,21300,,
18,,2,14,0,0,21400,21400,,
19,,2,1,0,0,20100,20100,,
20,,2,19,0,0,21900,21900,,
21,,2,14,0,0,21400,21400,,
22,,1,6,0,0,10600,10600,,
23,,1,2,1,0,10201,10201,,
24,,1,4,0,0,10400,10400,,
25,,1,6,0,0,10600,10600,,
26,,1,4,0,0,10400,10400,,
27,,2,13,0,0,21300,21300,,
28,,2,16,0,0,21600,21600,,
29,,1,2,1,0,10201,10201,,
30,,1,2,1,0,10201,10201,,
31,,1,2,1,0,10201,10201,,
32,,2,14,0,0,21400,21400,,
33,,2,13,0,0,21300,21300,,
34,,2,13,0,0,21300,21300,,
35,,2,13,0,0,21300,21300,,
36,,1,2,1,0,10201,10201,,
37,,1,3,0,0,10300,10300,,
38,,2,20,0,0,22000,22000,,
39,,2,20,0,0,22000,22000,,
40,,1,4,0,0,10400,10400,,
41,,1,4,0,0,10400,10400,,
42,,2,20,0,0,22000,22000,,
43,,2,19,0,0,21900,21900,,
44,,2,13,0,0,21300,21300,,
45,,2,13,0,0,21300,21300,,
46,,2,20,0,0,22000,22000,,
47,,1,2,1,0,10201,10201,,
48,,2,13,0,0,21300,21300,,
49,,2,3,0,0,20300,20300,,
50,,1,6,0,0,10600,10600,,
51,,2,13,0,0,21300,21300,,
52,,2,13,0,0,21300,21300,,
53,,2,13,0,0,21300,21300,,
54,,2,13,0,0,21300,21300,,
55,,2,20,0,0,22000,22000,,
56,,2,13,0,0,21300,21300,,
57,,2,13,0,0,21300,21300,,
58,,2,20,0,0,22000,22000,,
59,,2,13,0,0,21300,21300,,
60,,2,13,0,0,21300,21300,,
61,,1,5,0,0,10500,10500,,
62,,2,13,0,0,21300,21300,,
63,,2,1,0,0,20100,20100,,
64,,2,20,0,0,22000,22000,,
65,,3,2,3,0,30203,30203,,
66,,1,5,0,0,10500,10500,,
67,,3,3,6,0,30306,30306,,
68,,3,3,8,0,30308,30308,,
69,,2,19,0,0,21900,21900,,
70,,1,6,0,0,10600,10600,,
71,,2,14,0,0,21400,21400,,
72,,1,7,1,0,10701,10701,,
73,,3,3,8,0,30308,30308,,
74,,3,2,4,0,30204,21400,,
75,,1,1,1,0,10101,10101,,
76,,1,6,0,0,10600,30308,,
77,,1,2,1,0,10201,10201,,
78,,1,6,0,0,10600,10600,,
79,,1,1,1,0,10101,10101,,
80,,1,5,0,0,10500,10500,,
81,,1,6,0,0,10600,10201,,
82,,1,6,0,0,10600,10600,,
83,,3,3,8,0,30308,30308,,
84,,1,6,0,0,10600,10600,,
85,,3,3,8,0,30308,30308,,
86,,1,6,0,0,10600,10600,,
87,,3,3,8,0,30308,30308,,
88,,1,7,2,0,10702,30205,,
89,,1,6,0,0,10600,10600,,
90,,1,1,1,0,10101,10101,,
91,,1,6,0,0,10600,30308,,
92,,2,7,0,0,20700,20700,,
93,,3,3,8,0,30308,30308,,
94,,1,1,2,0,10102,10102,,
95,,1,1,1,0,10101,10101,,
96,,1,1,1,0,10101,10101,,
97,,1,6,0,0,10600,10600,,
98,,3,2,4,0,30204,30205,,
99,,3,4,0,0,30400,30400,,
100,,2,14,0,0,21400,21400,,
101,,2,20,0,0,22000,22000,,
102,,3,3,7,0,30307,30307,,
103,,1,6,0,0,10600,30201,,
104,,1,5,0,0,10500,10500,,
105,,1,2,1,0,10201,10201,,
106,,1,6,0,0,10600,10300,,
107,,1,7,1,0,10701,10300,,
108,,1,6,0,0,10600,21400,,
109,,3,3,2,0,30302,30302,,
110,,1,1,2,0,10102,10102,,
111,,1,1,2,0,10102,10102,,
112,,1,1,2,0,10102,10102,,
113,,3,3,8,0,30308,30308,,
114,,2,16,0,0,21600,21600,,
115,,1,7,2,0,10702,10201,,
116,,1,2,2,0,10202,10202,,
117,,3,2,4,0,30204,30205,,
118,,1,6,0,0,10600,10201,,
119,,1,2,1,0,10201,30201,,
120,,1,7,2,0,10702,10202,,
121,,1,6,0,0,10600,10201,,
122,,2,14,0,0,21400,21400,,
123,,1,2,1,0,10201,10300,,
124,,3,2,4,0,30204,30205,,
125,,3,3,8,0,30308,30308,,
126,,2,1,0,0,20100,20100,,
127,,1,2,2,0,10202,10201,,
128,,1,1,2,0,10102,10102,,
129,,2,14,0,0,21400,21400,,
130,,2,14,0,0,21400,21400,,
131,,1,6,0,0,10600,10201,,
132,,1,6,0,0,10600,10202,,
133,,1,2,1,0,10201,10201,,
134,,3,2,1,0,30201,30205,,
135,,1,6,0,0,10600,10600,,
136,,2,1,0,0,20100,20100,,
137,,3,3,7,0,30307,30307,,
138,,1,6,0,0,10600,10201,,
139,,1,7,1,0,10701,10600,,
140,,3,3,2,0,30302,30302,,
141,,2,1,0,0,20100,20100,,
142,,2,2,0,0,20200,20200,,
143,,1,1,2,0,10102,10102,,
144,,1,7,2,0,10702,10202,,
145,,3,2,3,0,30203,30203,,
146,,1,1,2,0,10102,10102,,
147,,3,2,4,0,30204,30205,,
148,,2,1,0,0,20100,20100,,
149,,3,4,0,0,30400,30400,,
150,,1,2,2,0,10202,10202,,
151,,1,2,2,0,10202,10202,,
152,,3,2,4,0,30204,30205,,
153,,2,4,0,0,20400,20400,,
154,,1,6,0,0,10600,10600,,
155,,3,3,7,0,30307,30307,,
156,,3,3,7,0,30307,30307,,
157,,1,2,1,0,10201,30205,,
158,,1,1,2,0,10102,10102,,
159,,2,1,0,0,20100,20100,,
160,,1,2,2,0,10202,30205,,
161,,2,1,0,0,20100,20100,,
162,,3,3,7,0,30307,30307,,
163,,3,3,7,0,30307,30307,,
164,,3,2,4,0,30204,30205,,
165,,1,7,1,0,10701,10201,,
166,,1,5,0,0,10500,10600,,
167,,1,6,0,0,10600,10600,,
168,,3,3,7,0,30307,30307,,
169,,3,4,0,0,30400,30400,,
170,,1,2,1,0,10201,10201,,
171,,1,2,1,0,10201,30205,,
172,,3,2,1,0,30201,30205,,
173,,1,2,2,0,10202,10202,,
174,,3,3,8,0,30308,30308,,
175,,1,1,2,0,10102,10102,,
176,,1,5,0,0,10500,10500,,
177,,2,2,0,0,20200,20200,,
178,,1,2,1,0,10201,10201,,
179,,1,6,0,0,10600,10600,,
180,,2,14,0,0,21400,21400,,
181,,2,1,0,0,20100,20100,,
182,,1,2,1,0,10201,10201,,
183,,1,7,2,0,10702,10702,,
184,,2,20,0,0,22000,21300,,
185,,2,1,0,0,20100,20100,,
186,,1,5,0,0,10500,10500,,
187,,3,3,8,0,30308,30308,,
188,,2,13,0,0,21300,21300,,
189,,1,6,0,0,10600,10202,,
190,,1,6,0,0,10600,10600,,
191,,1,2,2,0,10202,10202,,
192,,1,6,0,0,10600,10600,,
193,,1,2,1,0,10201,10201,,
194,,3,3,8,0,30308,30308,,
195,,1,2,2,0,10202,10202,,
196,,1,6,0,0,10600,10600,,
197,,1,1,2,0,10102,10102,,
198,,1,6,0,0,10600,10600,,
199,,3,3,8,0,30308,30308,,
200,,1,7,2,0,10702,10702,,
201,,1,2,2,0,10202,10202,,
202,,2,20,0,0,22000,22000,,
203,,3,2,1,0,30201,30201,,
204,,2,1,0,0,20100,20100,,
205,,1,5,0,0,10500,10500,,
206,,2,1,0,0,20100,20100,,
207,,1,6,0,0,10600,10202,,
208,,1,2,2,0,10202,10202,,
209,,2,1,0,0,20100,20300,,
210,,3,3,7,0,30307,30307,,
211,,2,1,0,0,20100,20100,,
212,,1,2,2,0,10202,10300,,
213,,1,1,2,0,10102,10102,,
214,,3,2,1,0,30201,30201,,
215,,3,3,8,0,30308,30308,,
216,,2,1,0,0,20100,20100,,
217,,3,2,1,0,30201,30205,,
218,,2,2,0,0,20200,20200,,
219,,2,1,0,0,20100,20100,,
220,,3,2,3,0,30203,30203,,
221,,1,2,1,0,10201,10201,,
222,,3,2,1,0,30201,30201,,
223,,1,2,1,0,10201,10201,,
224,,2,14,0,0,21400,21400,,
225,,1,6,0,0,10600,10600,,
226,,1,2,2,0,10202,10202,,
227,,1,2,1,0,10201,10202,,
228,,3,3,8,0,30308,30308,,
229,,1,6,0,0,10600,10600,,
230,,2,13,0,0,21300,21300,,
231,,3,1,1,0,30101,30203,,
232,,3,2,4,0,30204,10202,,
233,,2,13,0,0,21300,21300,,
234,,1,2,1,0,10201,10201,,
235,,1,3,0,0,10300,10300,,
236,,2,1,0,0,20100,20100,,
237,,1,7,2,0,10702,10702,,
238,,1,2,2,0,10202,10202,,
239,,1,6,0,0,10600,10600,,
240,,1,2,2,0,10202,10202,,
241,,3,2,1,0,30201,30307,,
242,,1,1,2,0,10102,10102,,
243,,2,2,0,0,20200,20200,,
244,,1,2,2,0,10202,10202,,
245,,2,1,0,0,20100,20100,,
246,,1,6,0,0,10600,10600,,
247,,1,5,0,0,10500,10500,,
248,,3,3,8,0,30308,30308,,
249,,3,3,8,0,30308,30308,,
250,,2,16,0,0,21600,21600,,
251,,3,3,8,0,30308,30308,,
252,,1,6,0,0,10600,10600,,
253,,1,7,2,0,10702,10702,,
254,,1,2,2,0,10202,10202,,
255,,1,3,0,0,10300,10300,,
256,,1,1,2,0,10102,10102,,
257,,1,1,2,0,10102,10102,,
258,,3,4,0,0,30400,30400,,
259,,2,1,0,0,20100,20100,,
260,,3,3,7,0,30307,30307,,
261,,2,1,0,0,20100,20100,,
262,,1,7,1,0,10701,10701,,
263,,1,2,2,0,10202,10202,,
264,,2,13,0,0,21300,21300,,
265,,1,2,1,0,10201,10201,,
266,,1,6,0,0,10600,10600,,
267,,3,3,8,0,30308,30308,,
268,,1,2,1,0,10201,10201,,
269,,1,6,0,0,10600,10600,,
270,,1,2,2,0,10202,10202,,
271,,3,3,8,0,30308,30308,,
272,,2,1,0,0,20100,20100,,
273,,3,2,4,0,30204,30205,,
274,,1,1,2,0,10102,10102,,
275,,1,2,1,0,10201,10201,,
276,,1,3,0,0,10300,10300,,
277,,2,20,0,0,22000,22000,,
278,,3,2,4,0,30204,30205,,
279,,3,3,7,0,30307,30307,,
280,,3,3,8,0,30308,30308,,
281,,1,3,0,0,10300,10300,,
282,,1,2,1,0,10201,10201,,
283,,2,14,0,0,21400,21400,,
284,,1,6,0,0,10600,10600,,
285,,1,6,0,0,10600,10600,,
286,,1,1,2,0,10102,10102,,
287,,1,2,2,0,10202,10202,,
288,,3,2,1,0,30201,30307,,
289,,2,1,0,0,20100,20100,,
290,,2,7,0,0,20700,20700,,
291,,1,5,0,0,10500,10500,,
292,,2,2,0,0,20200,20200,,
293,,1,2,2,0,10202,10202,,
294,,2,1,0,0,20100,30307,,
295,,2,1,0,0,20100,20100,,
296,,2,1,0,0,20100,20100,,
297,,1,6,0,0,10600,20700,,
298,,2,1,0,0,20100,20100,,
299,,2,19,0,0,21900,21900,,
300,,2,20,0,0,22000,22000,,
301,,2,6,0,0,20600,20600,,
302,,1,6,0,0,10600,10600,,
303,,2,6,0,0,20600,30307,,
304,,2,16,0,0,21600,21600,,
305,,3,3,7,0,30307,30307,,
306,,2,1,0,0,20100,20100,,
307,,3,3,7,0,30307,30307,,
308,,2,1,0,0,20100,20100,,
309,,1,2,1,0,10201,10201,,
310,,3,3,6,0,30306,30306,,
311,,3,4,0,0,30400,30400,,
312,,1,2,1,0,10201,10201,,
313,,2,1,0,0,20100,20100,,
314,,2,20,0,0,22000,22000,,
315,,1,3,0,0,10300,10300,,
316,,3,3,8,0,30308,30308,,
317,,3,3,6,0,30306,30306,,
318,,2,13,0,0,21300,21300,,
319,,3,3,7,0,30307,30307,,
320,,1,4,0,0,10400,10400,,
321,,2,1,0,0,20100,20100,,
322,,3,3,7,0,30307,30307,,
323,,3,3,7,0,30307,30307,,
324,,3,3,7,0,30307,30307,,
325,,1,6,0,0,10600,10202,,
326,,3,2,4,0,30204,30205,,
327,,3,3,7,0,30307,30307,,
328,,1,2,1,0,10201,10201,,
329,,1,2,2,0,10202,10202,,
330,,3,3,8,0,30308,30308,,
331,,1,2,1,0,10201,10600,,
332,,1,4,0,0,10400,10400,,
333,,1,2,2,0,10202,10202,,
334,,2,20,0,0,22000,22000,,
335,,2,1,0,0,20100,20100,,
336,,3,2,4,0,30204,30202,,
337,,2,14,0,0,21400,21300,,
338,,3,3,7,0,30307,30307,,
339,,1,3,0,0,10300,10300,,
340,,3,3,8,0,30308,30308,,
341,,1,2,1,0,10201,10201,,
342,,1,1,2,0,10102,10102,,
343,,3,3,8,0,30308,30308,,
344,,2,1,0,0,20100,20100,,
345,,2,1,0,0,20100,20100,,
346,,1,2,2,0,10202,30205,,
347,,1,2,2,0,10202,10202,,
348,,3,3,2,0,30302,30302,,
349,,2,3,0,0,20300,20300,,
350,,2,14,0,0,21400,21400,,
351,,2,1,0,0,20100,20100,,
352,,1,2,1,0,10201,10201,,
353,,1,7,1,0,10701,10701,,
354,,2,1,0,0,20100,20100,,
355,,1,3,0,0,10300,10300,,
356,,1,2,1,0,10201,10201,,
357,,2,2,0,0,20200,20200,,
358,,2,2,0,0,20200,20200,,
359,,3,3,6,0,30306,30306,,
360,,2,13,0,0,21300,21300,,
361,,1,2,2,0,10202,10202,,
362,,3,2,1,0,30201,30205,,
363,,2,1,0,0,20100,20100,,
364,,1,6,0,0,10600,10600,,
365,,1,2,1,0,10201,10201,,
366,,3,3,10,0,30310,30310,,
367,,1,6,0,0,10600,10600,,
368,,1,5,0,0,10500,10500,,
369,,2,1,0,0,20100,20100,,
370,,2,14,0,0,21400,21400,,
371,,1,2,1,0,10201,10201,,
372,,2,1,0,0,20100,20100,,
373,,2,1,0,0,20100,20100,,
374,,1,4,0,0,10400,10400,,
375,,2,13,0,0,21300,21300,,
376,,1,6,0,0,10600,10600,,
377,,2,7,0,0,20700,20700,,
378,,1,5,0,0,10500,10500,,
379,,1,6,0,0,10600,10600,,
380,,1,6,0,0,10600,10600,,
381,,2,20,0,0,22000,22000,,
382,,1,2,1,0,10201,10201,,
383,,1,6,0,0,10600,10600,,
384,,1,2,1,0,10201,10201,,
385,,2,1,0,0,20100,20100,,
386,,3,3,7,0,30307,30307,,
387,,3,2,3,0,30203,20700,,
388,,1,2,1,0,10201,10201,,
389,,1,6,0,0,10600,10600,,
390,,3,3,7,0,30307,30307,,
391,,2,3,0,0,20300,20300,,
392,,1,2,2,0,10202,10202,,
393,,1,3,0,0,10300,10300,,
394,,1,3,0,0,10300,10300,,
395,,2,1,0,0,20100,20100,,
396,,2,1,0,0,20100,20100,,
397,,1,2,1,0,10201,10201,,
398,,1,6,0,0,10600,10600,,
399,,2,7,0,0,20700,20700,,
400,,2,1,0,0,20100,20100,,
401,,2,1,0,0,20100,20100,,
402,,1,6,0,0,10600,10600,,
403,,1,6,0,0,10600,10600,,
404,,3,3,8,0,30308,30308,,
405,,1,3,0,0,10300,10300,,
406,,1,2,2,0,10202,30308,,
407,,1,2,2,0,10202,10600,,
408,,3,2,3,0,30203,30203,,
409,,3,3,8,0,30308,30308,,
410,,3,3,7,0,30307,30307,,
411,,2,1,0,0,20100,20100,,
412,,2,1,0,0,20100,20100,,
413,,1,3,0,0,10300,10300,,
414,,2,20,0,0,22000,22000,,
415,,2,14,0,0,21400,21400,,
416,,2,1,0,0,20100,20700,,
417,,2,6,0,0,20600,20600,,
418,,1,3,0,0,10300,10300,,
419,,2,3,0,0,20300,20300,,
420,,3,4,0,0,30400,30400,,
421,,1,2,1,0,10201,10201,,
422,,1,6,0,0,10600,10600,,
423,,1,2,1,0,10201,10201,,
424,,2,1,0,0,20100,20100,,
425,,1,2,1,0,10201,10600,,
426,,2,1,0,0,20100,20100,,
427,,2,2,0,0,20200,20200,,
428,,3,3,8,0,30308,30308,,
429,,2,20,0,0,22000,22000,,
430,,2,7,0,0,20700,20700,,
431,,2,13,0,0,21300,21300,,
432,,1,2,2,0,10202,10202,,
433,,3,3,7,0,30307,30307,,
434,,2,1,0,0,20100,20300,,
435,,2,4,0,0,20400,20400,,
436,,1,2,1,0,10201,10201,,
437,,2,1,0,0,20100,20100,,
438,,2,1,0,0,20100,20100,,
439,,1,6,0,0,10600,10600,,
440,,3,3,8,0,30308,30308,,
441,,2,1,0,0,20100,20100,,
442,,2,19,0,0,21900,21900,,
443,,2,1,0,0,20100,20100,,
444,,2,20,0,0,22000,22000,,
445,,3,2,1,0,30201,10201,,
446,,2,1,0,0,20100,20100,,
447,,2,13,0,0,21300,21300,,
448,,3,3,6,0,30306,30306,,
449,,2,14,0,0,21400,30201,,
450,,1,2,2,0,10202,10202,,
451,,2,16,0,0,21600,21600,,
452,,1,1,2,0,10102,10102,,
453,,2,2,0,0,20200,20200,,
454,,3,3,8,0,30308,30308,,
455,,1,2,2,0,10202,10202,,
456,,2,13,0,0,21300,21300,,
457,,2,14,0,0,21400,21400,,
458,,3,3,2,0,30302,30302,,
459,,1,6,0,0,10600,10600,,
460,,1,3,0,0,10300,10300,,
461,,3,2,4,0,30204,10201,,
462,,1,1,2,0,10102,10102,,
463,,1,2,2,0,10202,10202,,
464,,1,6,0,0,10600,10600,,
465,,3,2,4,0,30204,10600,,
466,,1,1,2,0,10102,10102,,
467,,2,16,0,0,21600,21600,,
468,,2,1,0,0,20100,20100,,
469,,3,2,1,0,30201,30201,,
470,,2,13,0,0,21300,21300,,
471,,3,2,1,0,30201,30205,,
472,,1,3,0,0,10300,10300,,
473,,2,1,0,0,20100,20100,,
474,,1,2,1,0,10201,10201,,
475,,1,2,1,0,10201,10201,,
476,,3,3,7,0,30307,30307,,
477,,1,6,0,0,10600,20300,,
478,,3,3,8,0,30308,30308,,
479,,1,6,0,0,10600,10600,,
480,,2,1,0,0,20100,20100,,
481,,2,7,0,0,20700,20700,,
482,,1,2,2,0,10202,10202,,
483,,2,13,0,0,21300,21300,,
484,,2,6,0,0,20600,20600,,
485,,1,7,2,0,10702,30202,,
486,,1,2,2,0,10202,10202,,
487,,2,20,0,0,22000,22000,,
488,,3,3,8,0,30308,30308,,
489,,1,3,0,0,10300,10300,,
490,,1,2,1,0,10201,20700,,
491,,1,2,1,0,10201,10201,,
492,,3,3,8,0,30308,30308,,
493,,2,16,0,0,21600,21600,,
494,,2,7,0,0,20700,20700,,
495,,3,2,1,0,30201,30205,,
496,,3,2,3,0,30203,30203,,
497,,3,2,1,0,30201,30201,,
498,,2,6,0,0,20600,20600,,
499,,2,1,0,0,20100,20100,,
500,,2,14,0,0,21400,21400,,
501,,1,3,0,0,10300,10300,,
502,,2,1,0,0,20100,20100,,
503,,3,2,1,0,30201,30205,,
504,,3,2,4,0,30204,30205,,
505,,2,14,0,0,21400,21400,,
506,,2,1,0,0,20100,20100,,
507,,2,14,0,0,21400,21400,,
508,,2,2,0,0,20200,20200,,
509,,2,1,0,0,20100,20100,,
510,,3,3,7,0,30307,30307,,
511,,1,6,0,0,10600,10600,,
512,,1,2,1,0,10201,30313,,
513,,2,1,0,0,20100,20100,,
514,,2,14,0,0,21400,21400,,
515,,2,14,0,0,21400,21400,,
516,,1,2,1,0,10201,10201,,
517,,1,2,1,0,10201,10201,,
518,,3,3,8,0,30308,30308,,
519,,3,2,1,0,30201,30205,,
520,,1,2,1,0,10201,30205,,
521,,1,2,1,0,10201,10201,,
522,,2,5,0,0,20500,20500,,
523,,1,3,0,0,10300,10300,,
524,,1,4,0,0,10400,10400,,
525,,2,3,0,0,20300,20300,,
526,,2,11,0,0,21100,21100,,
527,,3,3,7,0,30307,30307,,
528,,2,1,0,0,20100,20100,,
529,,3,2,1,0,30201,10600,,
530,,3,2,4,0,30204,30205,,
531,,2,20,0,0,22000,22000,,
532,,3,3,8,0,30308,30308,,
533,,1,2,1,0,10201,10201,,
534,,3,3,7,0,30307,30307,,
535,,1,3,0,0,10300,10300,,
536,,2,1,0,0,20100,20100,,
537,,1,2,1,0,10201,10201,,
538,,2,20,0,0,22000,22000,,
539,,1,2,2,0,10202,10202,,
540,,1,3,0,0,10300,10300,,
541,,1,2,1,0,10201,10201,,
542,,2,1,0,0,20100,20100,,
543,,2,16,0,0,21600,21600,,
544,,2,1,0,0,20100,20100,,
545,,2,1,0,0,20100,20100,,
546,,2,20,0,0,22000,22000,,
547,,1,2,2,0,10202,10202,,
548,,2,3,0,0,20300,20300,,
549,,1,6,0,0,10600,10600,,
550,,3,3,8,0,30308,30308,,
551,,2,1,0,0,20100,20100,,
552,,3,3,8,0,30308,30308,,
553,,3,3,8,0,30308,30308,,
554,,1,2,2,0,10202,10202,,
555,,2,1,0,0,20100,20100,,
556,,2,6,0,0,20600,20600,,
557,,3,3,7,0,30307,30307,,
558,,1,2,1,0,10201,10201,,
559,,2,1,0,0,20100,20100,,
560,,1,5,0,0,10500,10500,,
561,,1,2,1,0,10201,30205,,
562,,3,3,7,0,30307,30307,,
563,,2,1,0,0,20100,20100,,
564,,3,2,4,0,30204,30205,,
565,,2,5,0,0,20500,20500,,
566,,2,20,0,0,22000,22000,,
567,,2,2,0,0,20200,20200,,
568,,2,1,0,0,20100,20100,,
569,,1,6,0,0,10600,10600,,
570,,3,2,1,0,30201,30203,,
571,,3,3,7,0,30307,30307,,
572,,3,3,7,0,30307,30307,,
573,,3,3,8,0,30308,30308,,
574,,1,2,2,0,10202,10202,,
575,,2,11,0,0,21100,21100,,
576,,2,16,0,0,21600,21600,,
577,,2,1,0,0,20100,20100,,
578,,2,20,0,0,22000,22000,,
579,,1,2,2,0,10202,10202,,
580,,2,1,0,0,20100,20100,,
581,,2,3,0,0,20300,20300,,
582,,2,13,0,0,21300,21300,,
583,,3,3,8,0,30308,30308,,
584,,1,2,1,0,10201,30205,,
585,,2,1,0,0,20100,20100,,
586,,2,1,0,0,20100,20100,,
587,,2,13,0,0,21300,21300,,
588,,2,20,0,0,22000,22000,,
589,,2,20,0,0,22000,22000,,
590,,3,3,8,0,30308,30308,,
591,,3,2,1,0,30201,30201,,
592,,3,2,3,0,30203,30203,,
593,,2,1,0,0,20100,20100,,
594,,2,20,0,0,22000,22000,,
595,,3,3,8,0,30308,30308,,
596,,2,1,0,0,20100,20100,,
597,,2,1,0,0,20100,20100,,
598,,2,1,0,0,20100,20100,,
599,,2,14,0,0,21400,21400,,
600,,1,3,0,0,10300,10300,,
601,,1,6,0,0,10600,10600,,
602,,1,1,1,0,10101,10101,,
603,,1,2,1,0,10201,10201,,
604,,3,3,7,0,30307,30307,,
605,,2,20,0,0,22000,22000,,
606,,3,3,6,0,30306,30306,,
607,,2,1,0,0,20100,30308,,
608,,2,20,0,0,22000,22000,,
609,,1,2,1,0,10201,10201,,
610,,1,6,0,0,10600,10600,,
611,,2,2,0,0,20200,20200,,
612,,2,13,0,0,21300,21300,,
613,,3,2,1,0,30201,30201,,
614,,3,3,8,0,30308,30308,,
615,,2,14,0,0,21400,21400,,
616,,2,1,0,0,20100,20100,,
617,,1,2,1,0,10201,10201,,
618,,3,3,6,0,30306,30306,,
619,,3,2,1,0,30201,30201,,
620,,2,20,0,0,22000,22000,,
621,,2,14,0,0,21400,21400,,
622,,2,1,0,0,20100,20100,,
623,,1,6,0,0,10600,10600,,
624,,2,13,0,0,21300,21300,,
625,,1,6,0,0,10600,20700,,
626,,1,6,0,0,10600,10600,,
627,,2,19,0,0,21900,21900,,
628,,2,1,0,0,20100,20100,,
629,,3,4,0,0,30400,30400,,
630,,1,2,1,0,10201,10201,,
631,,2,20,0,0,22000,22000,,
632,,2,5,0,0,20500,20500,,
633,,1,6,0,0,10600,10600,,
634,,3,3,8,0,30308,30308,,
635,,2,1,0,0,20100,20100,,
636,,2,3,0,0,20300,20300,,
637,,3,3,8,0,30308,30308,,
638,,2,3,0,0,20300,20300,,
639,,1,2,1,0,10201,10201,,
640,,3,3,7,0,30307,30307,,
641,,1,2,1,0,10201,10201,,
642,,2,1,0,0,20100,20100,,
643,,1,3,0,0,10300,30205,,
644,,1,2,1,0,10201,10201,,
645,,1,2,1,0,10201,30205,,
646,,2,14,0,0,21400,21400,,
647,,2,1,0,0,20100,20100,,
648,,2,1,0,0,20100,20100,,
649,,2,1,0,0,20100,20100,,
650,,1,2,1,0,10201,10201,,
651,,2,14,0,0,21400,21400,,
652,,2,1,0,0,20100,20100,,
653,,2,1,0,0,20100,20100,,
654,,3,3,7,0,30307,30307,,
655,,2,1,0,0,20100,20100,,
656,,1,7,2,0,10702,10702,,
657,,3,2,3,0,30203,30203,,
658,,2,1,0,0,20100,20100,,
659,,3,2,1,0,30201,20100,,
660,,2,11,0,0,21100,21100,,
661,,2,7,0,0,20700,20700,,
662,,3,3,7,0,30307,30307,,
663,,2,13,0,0,21300,21300,,
664,,3,3,9,0,30309,30309,,
665,,2,1,0,0,20100,20100,,
666,,1,3,0,0,10300,10300,,
667,,2,1,0,0,20100,20100,,
668,,2,14,0,0,21400,21400,,
669,,2,20,0,0,22000,22000,,
670,,2,1,0,0,20100,20100,,
671,,1,2,1,0,10201,10201,,
672,,2,5,0,0,20500,20500,,
673,,2,4,0,0,20400,20400,,
674,,1,2,1,0,10201,10201,,
675,,2,1,0,0,20100,20100,,
676,,2,3,0,0,20300,20300,,
677,,2,1,0,0,20100,20100,,
678,,1,1,1,0,10101,10101,,
679,,3,2,3,0,30203,30203,,
680,,3,3,8,0,30308,30308,,
681,,1,2,1,0,10201,10201,,
682,,3,3,7,0,30307,30307,,
683,,3,3,8,0,30308,30308,,
684,,3,2,1,0,30201,30205,,
685,,2,13,0,0,21300,21300,,
686,,2,1,0,0,20100,20100,,
687,,2,2,0,0,20200,20200,,
688,,3,3,8,0,30308,30308,,
689,,1,2,1,0,10201,10201,,
690,,1,2,1,0,10201,10600,,
691,,1,3,0,0,10300,10300,,
692,,2,1,0,0,20100,20100,,
693,,2,16,0,0,21600,21600,,
694,,1,3,0,0,10300,10300,,
695,,2,13,0,0,21300,21300,,
696,,2,1,0,0,20100,20100,,
697,,2,1,0,0,20100,20100,,
698,,3,3,8,0,30308,30307,,
699,,3,2,1,0,30201,30205,,
700,,2,3,0,0,20300,20300,,
701,,3,3,8,0,30308,30308,,
702,,2,1,0,0,20100,20100,,
703,,3,2,2,0,30202,30205,,
704,,3,2,1,0,30201,30205,,
705,,2,2,0,0,20200,20300,,
706,,2,1,0,0,20100,20100,,
707,,2,3,0,0,20300,21300,,
708,,3,3,8,0,30308,30308,,
709,,3,3,7,0,30307,30307,,
710,,2,20,0,0,22000,22000,,
711,,1,6,0,0,10600,10600,,
712,,1,2,1,0,10201,10201,,
713,,2,1,0,0,20100,20100,,
714,,1,3,0,0,10300,10300,,
715,,3,3,8,0,30308,30308,,
716,,1,2,1,0,10201,10201,,
717,,1,6,0,0,10600,10600,,
718,,2,13,0,0,21300,21300,,
719,,1,2,1,0,10201,10201,,
720,,1,6,0,0,10600,10600,,
721,,3,3,6,0,30306,30306,,
722,,2,1,0,0,20100,20100,,
723,,1,6,0,0,10600,30205,,
724,,2,7,0,0,20700,20700,,
725,,2,1,0,0,20100,20100,,
726,,3,3,8,0,30308,30308,,
727,,1,3,0,0,10300,10300,,
728,,2,3,0,0,20300,20300,,
729,,2,1,0,0,20100,20100,,
730,,2,14,0,0,21400,21400,,
731,,3,2,1,0,30201,30201,,
732,,2,14,0,0,21400,21400,,
733,,3,2,3,0,30203,30203,,
734,,1,2,1,0,10201,10201,,
